402.23500000	257.70800000	371.43400000	0.00000000
407.49100000	279.69200000	311.05200000	0.00000000
367.79000000	348.76500000	301.30000000	0.00000000
359.76500000	375.64100000	298.67800000	0.00000000
354.69700000	404.51000000	352.54600000	0.00000000
367.79000000	450.21000000	347.04300000	0.00000000
355.35500000	332.92000000	381.30600000	0.00000000
374.56600000	277.52300000	413.08900000	0.00000000
407.97100000	325.70900000	435.63900000	0.00000000
389.98800000	333.36000000	397.68500000	0.00000000
402.71100000	238.59800000	460.19800000	0.00000000
391.62200000	270.30200000	402.29900000	0.00000000
440.46700000	238.95700000	350.59700000	0.00000000
422.29600000	238.06000000	338.74100000	0.00000000
458.87900000	281.27700000	360.41600000	0.00000000
425.24900000	313.48300000	270.30200000	0.00000000
403.66400000	340.67400000	268.13600000	0.00000000
373.88500000	356.51500000	341.91700000	0.00000000
374.56600000	310.10200000	351.24600000	0.00000000
362.42700000	400.05800000	372.44700000	0.00000000
324.00800000	341.12000000	390.30800000	0.00000000
302.74200000	311.57900000	401.23100000	0.00000000
363.76300000	351.48800000	412.00100000	0.00000000
399.62400000	295.16800000	325.61800000	0.00000000
405.09700000	266.06300000	396.27200000	0.00000000
412.54900000	274.77700000	359.09600000	0.00000000
438.45100000	338.00300000	379.93300000	0.00000000
461.47600000	345.60500000	322.54600000	0.00000000
445.53200000	392.70500000	288.05800000	0.00000000
409.41300000	221.91400000	247.63400000	0.00000000
391.62200000	325.92600000	344.15300000	0.00000000
384.87900000	360.89100000	365.39600000	0.00000000
353.38200000	470.66200000	348.33200000	0.00000000
309.12500000	438.62800000	374.14000000	0.00000000
269.68600000	535.49500000	363.73100000	0.00000000
179.75000000	416.02800000	370.76000000	0.00000000
307.32100000	350.80600000	395.92000000	0.00000000
307.12100000	301.33500000	388.91400000	0.00000000
374.33900000	337.11600000	388.21800000	0.00000000
421.56000000	313.90700000	386.82800000	0.00000000
412.06600000	330.06800000	366.73200000	0.00000000
428.95900000	314.54400000	297.51700000	0.00000000
370.49100000	342.01400000	289.19400000	0.00000000
371.39400000	353.31100000	334.95500000	0.00000000
376.15800000	371.15400000	339.37400000	0.00000000
354.25800000	381.59600000	350.59700000	0.00000000
351.41700000	478.06600000	349.94900000	0.00000000
321.32500000	503.84200000	390.30800000	0.00000000
345.77700000	434.20400000	385.44300000	0.00000000
380.50300000	435.50200000	353.19700000	0.00000000
411.34100000	401.53900000	428.15400000	0.00000000
414.72900000	461.98100000	411.27700000	0.00000000
333.40700000	387.12600000	315.55500000	0.00000000
430.69700000	384.23500000	356.13800000	0.00000000
457.58500000	339.33700000	347.68700000	0.00000000
455.00300000	321.38700000	324.08000000	0.00000000
409.41300000	344.70500000	296.07000000	0.00000000
399.38700000	348.53900000	320.71200000	0.00000000
366.89300000	355.36800000	349.62500000	0.00000000
440.97200000	366.93400000	376.85800000	0.00000000
380.50300000	264.34100000	418.55700000	0.00000000
378.21200000	293.74000000	433.00900000	0.00000000
385.57300000	339.11400000	430.01700000	0.00000000
398.44100000	375.87800000	347.36500000	0.00000000
425.24900000	364.60300000	398.03900000	0.00000000
444.26200000	320.09700000	355.15600000	0.00000000
413.51700000	383.99400000	387.17500000	0.00000000
438.70300000	305.28200000	361.74000000	0.00000000
491.48100000	337.55900000	279.08400000	0.00000000
412.54900000	356.05600000	220.80200000	0.00000000
373.88500000	346.50600000	268.67600000	0.00000000
322.97500000	364.37000000	376.17700000	0.00000000
370.04000000	331.16300000	384.75100000	0.00000000
361.76100000	335.12400000	412.00100000	0.00000000
347.72300000	288.47300000	440.93200000	0.00000000
354.47800000	362.74400000	511.74000000	0.00000000
379.35600000	418.05200000	538.29900000	0.00000000
397.02400000	330.28700000	432.63500000	0.00000000
436.19100000	281.07800000	362.40300000	0.00000000
425.49500000	230.95600000	394.16000000	0.00000000
391.15500000	237.16500000	340.00900000	0.00000000
383.72500000	294.96300000	295.78200000	0.00000000
412.79100000	362.28000000	256.69700000	0.00000000
364.20900000	362.04900000	353.84900000	0.00000000
330.46500000	374.69400000	367.40100000	0.00000000
331.51400000	389.06100000	371.09700000	0.00000000
336.36700000	309.89200000	411.27700000	0.00000000
362.87200000	274.38600000	394.86300000	0.00000000
342.33600000	403.51800000	451.26500000	0.00000000
393.73000000	406.25000000	486.51000000	0.00000000
400.57200000	326.36100000	475.22400000	0.00000000
444.00900000	309.05100000	441.69200000	0.00000000
423.77100000	289.07800000	403.36900000	0.00000000
430.44900000	357.66300000	387.17500000	0.00000000
418.62400000	364.13700000	394.86300000	0.00000000
382.11100000	364.13700000	435.26300000	0.00000000
386.03700000	353.76800000	383.37000000	0.00000000
392.09000000	362.74400000	364.06400000	0.00000000
354.25800000	369.27500000	379.24900000	0.00000000
333.61800000	248.77700000	390.30800000	0.00000000
324.21500000	343.58200000	391.70600000	0.00000000
333.61800000	351.26100000	401.23100000	0.00000000
362.65000000	296.19000000	335.58400000	0.00000000
396.31600000	349.44500000	227.01400000	0.00000000
438.45100000	353.08300000	383.02600000	0.00000000
461.21500000	321.60200000	308.07500000	0.00000000
454.23000000	340.00500000	275.21800000	0.00000000
452.43000000	352.39900000	352.54600000	0.00000000
419.60100000	365.76700000	325.31000000	0.00000000
399.15000000	372.80300000	345.43500000	0.00000000
382.11100000	376.35300000	360.74700000	0.00000000
368.46400000	326.79600000	379.59100000	0.00000000
346.85700000	301.33500000	388.21800000	0.00000000
332.14400000	222.77400000	383.71500000	0.00000000
314.78100000	369.04000000	377.88200000	0.00000000
370.49100000	309.47100000	348.65500000	0.00000000
390.45400000	321.81700000	349.62500000	0.00000000
406.77200000	344.48000000	506.28900000	0.00000000
440.46700000	319.02400000	412.72600000	0.00000000
497.46700000	328.53800000	409.83100000	0.00000000
439.71000000	359.96700000	353.52300000	0.00000000
402.71100000	286.66300000	418.92400000	0.00000000
383.95500000	336.00800000	358.43800000	0.00000000
351.63500000	363.90500000	359.42600000	0.00000000
380.73200000	385.19700000	377.19900000	0.00000000
361.31600000	384.71600000	393.45800000	0.00000000
328.58200000	347.40800000	408.38900000	0.00000000
311.13800000	316.67200000	413.81500000	0.00000000
309.12500000	390.75900000	415.27000000	0.00000000
363.54000000	326.57800000	418.55700000	0.00000000
406.77200000	293.94300000	431.51200000	0.00000000
429.70300000	327.66600000	452.81000000	0.00000000
460.17600000	251.91800000	411.63900000	0.00000000
420.09000000	300.92200000	354.50200000	0.00000000
409.89500000	336.00800000	383.37000000	0.00000000
383.49400000	355.36800000	295.49300000	0.00000000
333.61800000	376.59000000	271.11700000	0.00000000
299.77900000	407.99400000	325.31000000	0.00000000
